Transaction_ID,date,time ,time frame ,FastagID,TollBoothID,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Geographical_Location,Vehicle_Speed,Vehicle_Plate_Number,Fraud_indicator,Numberic fraud,,,
2238,11/27/2023,08:15,Morning,FTG-197-PLN-149,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",78,MH69YZ9012,Not Fraud,0,,,
2239,1/15/2023,10:30,Morning,FTG-198-VFR-876,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",61,AP70AB1234,Not Fraud,0,,,
2240,2/19/2023,12:45,Afternoon,FTG-199-WSX-543,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",85,GA70CD5678,Not Fraud,0,,,
2241,3/24/2023,15:00,Afternoon,FTG-200-QAZ-230,C-103,Express,Large,330,125,"13.21331620748757, 77.55413526894684",49,MH70EF9012,Fraud,1,,,
2242,4/29/2023,17:15,Afternoon,FTG-201-XYZ-987,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",74,AP71GH3456,Not Fraud,0,,,
2243,06-03-2023 00:00,19:30,Evening,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",69,GA71IJ7890,Not Fraud,0,,,
2244,07-08-2023 00:00,21:45,Evening,FTG-203-PQR-321,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",92,MH71KL1234,Not Fraud,0,,,
2245,8/14/2023,00:00,#N/A,FTG-204-DEF-048,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",57,AP72MN5678,Not Fraud,0,,,
2246,9/19/2023,02:15,Midnight,FTG-205-LMN-765,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",83,GA72OP9012,Not Fraud,0,,,
2247,10/24/2023,04:30,Midnight,FTG-206-GHI-431,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",68,MH72QR3456,Not Fraud,0,,,
2248,11/29/2023,06:45,Morning,FTG-207-JKL-109,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",96,AP73ST7890,Not Fraud,0,,,
2249,1/17/2023,09:00,Morning,FTG-208-UVW-871,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",46,GA73UV1234,Not Fraud,0,,,
2250,2/21/2023,11:15,Morning,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",81,MH73WX5678,Not Fraud,0,,,
2251,3/26/2023,13:30,Afternoon,FTG-210-MNO-210,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",60,AP74YZ9012,Not Fraud,0,,,
2252,05-01-2023 00:00,15:45,Afternoon,FTG-211-QWE-687,B-102,Regular,Medium,125,90,"13.21331620748757, 77.55413526894684",88,GA74AB1234,Fraud,1,,,
2253,06-06-2023 00:00,18:00,Afternoon,FTG-212-ZXC-664,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",53,MH74CD5678,Not Fraud,0,,,
2254,07-11-2023 00:00,20:15,Evening,FTG-213-POI-361,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",77,AP75EF9012,Not Fraud,0,,,
2255,8/16/2023,22:30,Evening,FTG-214-KJH-098,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",64,GA75GH3456,Not Fraud,0,,,
2256,9/21/2023,00:45,Midnight,FTG-215-DCV-765,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",91,MH75IJ7890,Not Fraud,0,,,
2257,10/26/2023,03:00,Midnight,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",50,AP76KL1234,Not Fraud,0,,,
2258,12-01-2023 00:00,05:15,Midnight,FTG-217-LKI-149,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",75,GA76MN5678,Not Fraud,0,,,
2259,1/19/2023,07:30,Morning,FTG-218-UYT-876,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",59,MH76OP9012,Not Fraud,0,,,
2260,2/23/2023,09:45,Morning,FTG-219-FRD-523,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",84,AP77QR3456,Not Fraud,0,,,
2261,04-01-2023 00:00,12:00,Morning,FTG-220-TYU-210,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",66,GA77ST7890,Not Fraud,0,,,
2262,05-06-2023 00:00,14:15,Afternoon,FTG-221-BVC-927,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",93,MH77UV1234,Not Fraud,0,,,
2263,06-11-2023 00:00,16:30,Afternoon,FTG-222-XSW-654,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",45,AP78WX5678,Not Fraud,0,,,
2264,7/16/2023,18:45,Evening,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",80,GA78YZ9012,Not Fraud,0,,,
2265,8/21/2023,21:00,Evening,FTG-224-CDE-098,C-103,Express,Large,330,115,"13.21331620748757, 77.55413526894684",62,MH78AB1234,Fraud,1,,,
2266,9/26/2023,23:15,Evening,FTG-225-VBN-725,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",86,AP79CD5678,Not Fraud,0,,,
2267,11-01-2023 00:00,01:30,Midnight,FTG-226-PLM-432,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",51,GA79EF9012,Not Fraud,0,,,
2268,12-06-2023 00:00,03:45,Midnight,FTG-227-HGT-102,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",73,MH79GH3456,Not Fraud,0,,,
2269,1/21/2023,06:00,Midnight,FTG-228-WSX-876,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",56,AP80IJ7890,Not Fraud,0,,,
2270,2/25/2023,08:15,Morning,FTG-229-QAZ-523,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",82,GA80KL1234,Not Fraud,0,,,
2271,04-02-2023 00:00,10:30,Morning,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",70,MH80MN5678,Not Fraud,0,,,
2272,05-07-2023 00:00,12:45,Afternoon,FTG-231-ZAS-987,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",97,AP81OP9012,Not Fraud,0,,,
2273,06-12-2023 00:00,15:00,Afternoon,FTG-232-IXC-624,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",47,GA81QR3456,Not Fraud,0,,,
2274,7/17/2023,17:15,Afternoon,FTG-233-JOP-321,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",84,MH81ST7890,Not Fraud,0,,,
2275,8/22/2023,19:30,Evening,FTG-234-RFV-018,B-102,Express,Large,145,125,"13.21331620748757, 77.55413526894684",65,AP82UV1234,Fraud,1,,,
2276,9/27/2023,21:45,Evening,FTG-235-EDC-765,C-103,Regular,Large,330,100,"13.21331620748757, 77.55413526894684",92,GA82WX5678,Fraud,1,,,
2277,11-02-2023 00:00,00:00,#N/A,FTG-236-OKM-431,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",53,MH82YZ9012,Not Fraud,0,,,
2278,12-07-2023 00:00,02:15,Midnight,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",79,AP83AB1234,Not Fraud,0,,,
2279,1/23/2023,04:30,Midnight,FTG-238-LKJ-816,C-103,Express,Large,330,90,"13.21331620748757, 77.55413526894684",61,GA83CD5678,Fraud,1,,,
2280,2/27/2023,06:45,Morning,FTG-239-UTY-543,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",89,MH83EF9012,Not Fraud,0,,,
2281,04-04-2023 00:00,09:00,Morning,FTG-240-POU-210,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",44,AP84GH3456,Not Fraud,0,,,
2282,05-09-2023 00:00,11:15,Morning,FTG-241-ZXC-927,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",78,GA84IJ7890,Not Fraud,0,,,
2283,7/19/2023,15:45,Afternoon,FTG-242-VBN-654,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",67,MH84KL1234,Not Fraud,0,,,
2284,8/24/2023,18:00,Afternoon,FTG-243-QWE-351,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",95,AP85MN5678,Not Fraud,0,,,
2285,9/29/2023,20:15,Evening,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",55,GA85OP9012,Not Fraud,0,,,
2286,11-03-2023 00:00,22:30,Evening,FTG-245-DCF-765,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",80,MH85QR3456,Not Fraud,0,,,
2287,12-09-2023 00:00,00:45,Midnight,FTG-246-POI-482,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",62,AP86ST7890,Not Fraud,0,,,
2288,1/25/2023,03:00,Midnight,FTG-247-XCV-109,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",87,GA86UV1234,Not Fraud,0,,,
2289,03-01-2023 00:00,05:15,Midnight,FTG-248-JKL-896,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",47,MH86WX5678,Not Fraud,0,,,
2290,04-06-2023 00:00,07:30,Morning,FTG-249-RFD-543,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",73,AP87YZ9012,Not Fraud,0,,,
2291,05-11-2023 00:00,09:45,Morning,FTG-250-HGT-240,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",68,GA87AB1234,Not Fraud,0,,,
2292,6/16/2023,12:00,Morning,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",91,MH87CD5678,Not Fraud,0,,,
2293,7/21/2023,14:15,Afternoon,FTG-252-BVC-644,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",52,AP88EF9012,Not Fraud,0,,,
2294,8/26/2023,16:30,Afternoon,FTG-253-NBH-321,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",82,GA88GH3456,Not Fraud,0,,,
2295,10-01-2023 00:00,18:45,Evening,FTG-254-KJH-038,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",56,MH88IJ7890,Not Fraud,0,,,
2296,11-06-2023 00:00,21:00,Evening,FTG-255-EDC-765,B-102,Regular,Large,145,115,"13.21331620748757, 77.55413526894684",84,AP89KL1234,Fraud,1,,,
2297,12-11-2023 00:00,23:15,Evening,FTG-256-LMK-422,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",69,GA89MN5678,Not Fraud,0,,,
2298,1/27/2023,01:30,Midnight,FTG-257-PLN-109,A-101,Regular,Small,90,0,"13.21331620748757, 77.55413526894684",94,MH89OP9012,Fraud,1,,,
2299,03-03-2023 00:00,03:45,Midnight,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",49,AP90QR3456,Not Fraud,0,,,
2300,04-08-2023 00:00,06:00,Midnight,FTG-259-WSX-543,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",76,GA90ST7890,Not Fraud,0,,,
2301,5/13/2023,08:15,Morning,FTG-260-QAZ-230,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",63,MH90UV1234,Not Fraud,0,,,
2302,6/18/2023,10:30,Morning,FTG-261-POU-987,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",88,AP91WX5678,Not Fraud,0,,,
2303,7/23/2023,12:45,Afternoon,FTG-262-NJH-254,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",74,GA91YZ9012,Not Fraud,0,,,
2304,8/28/2023,15:00,Afternoon,FTG-263-ZXC-321,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",96,MH91AB1234,Not Fraud,0,,,
2305,10-02-2023 00:00,17:15,Afternoon,FTG-264-OKM-038,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",61,AP92CD5678,Not Fraud,0,,,
2306,11-07-2023 00:00,19:30,Evening,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",85,GA92EF9012,Not Fraud,0,,,
2307,12-12-2023 00:00,21:45,Evening,FTG-266-HGT-422,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",52,MH92GH3456,Not Fraud,0,,,
2308,1/29/2023,00:00,#N/A,FTG-267-MKF-109,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",79,AP93IJ7890,Not Fraud,0,,,
2309,03-05-2023 00:00,02:15,Midnight,FTG-268-DCV-846,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",66,GA93KL1234,Not Fraud,0,,,
2310,5/15/2023,06:45,Morning,FTG-269-NBH-543,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",90,MH93MN5678,Not Fraud,0,,,
2311,6/20/2023,09:00,Morning,FTG-270-POI-280,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",48,AP94OP9012,Not Fraud,0,,,
2312,7/25/2023,11:15,Morning,FTG-271-WSX-987,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",77,GA94QR3456,Not Fraud,0,,,
2313,8/30/2023,13:30,Afternoon,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",60,MH94ST7890,Not Fraud,0,,,
2314,10-04-2023 00:00,15:45,Afternoon,FTG-273-KJH-321,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",83,AP95UV1234,Not Fraud,0,,,
2315,11-09-2023 00:00,18:00,Afternoon,FTG-274-VFR-028,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",71,GA95WX5678,Not Fraud,0,,,
2316,12/14/2023,20:15,Evening,FTG-275-YUI-765,A-101,Regular,Medium,115,90,"13.21331620748757, 77.55413526894684",97,MH95YZ9012,Fraud,1,,,
2317,1/31/2023,22:30,Evening,FTG-276-CAE-432,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",46,AP96AB1234,Not Fraud,0,,,
2318,03-07-2023 00:00,00:45,Midnight,FTG-277-LMK-109,C-103,Regular,Large,330,100,"13.21331620748757, 77.55413526894684",81,GA96CD5678,Fraud,1,,,
2319,04-12-2023 00:00,03:00,Midnight,FTG-278-NAH-876,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",64,MH96EF9012,Not Fraud,0,,,
2320,5/17/2023,05:15,Midnight,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",93,AP97GH3456,Not Fraud,0,,,
2321,6/22/2023,07:30,Morning,FTG-280-TGB-210,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",57,GA97IJ7890,Not Fraud,0,,,
2322,7/27/2023,09:45,Morning,FTG-281-BAC-987,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",86,MH97KL1234,Not Fraud,0,,,
2323,09-01-2023 00:00,12:00,Morning,FTG-282-XCV-654,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",55,AP98MN5678,Not Fraud,0,,,
2324,10-06-2023 00:00,14:15,Afternoon,FTG-283-LAJ-321,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",82,GA98OP9012,Not Fraud,0,,,
2325,11-11-2023 00:00,16:30,Afternoon,FTG-284-POU-098,C-103,Express,Large,330,115,"13.21331620748757, 77.55413526894684",63,MH98QR3456,Fraud,1,,,
2326,12/16/2023,18:45,Evening,FTG-285-ZAC-765,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",90,AP99ST7890,Not Fraud,0,,,
2327,02-02-2023 00:00,21:00,Evening,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",48,GA99UV1234,Not Fraud,0,,,
2328,03-08-2023 00:00,23:15,Evening,FTG-287-HGT-109,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",76,MH99WX5678,Not Fraud,0,,,
2329,4/14/2023,01:30,Midnight,FTG-288-WAX-876,B-102,Express,Medium,125,90,"13.21331620748757, 77.55413526894684",58,AP00YZ9012,Fraud,1,,,
2330,5/19/2023,03:45,Midnight,FTG-289-QAZ-543,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",87,GA00AB1234,Not Fraud,0,,,
2331,6/24/2023,06:00,Midnight,FTG-290-RAD-210,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",67,MH00CD5678,Not Fraud,0,,,
2332,09-03-2023 00:00,10:30,Morning,FTG-291-YUI-987,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",94,KA34ST6781,Not Fraud,0,,,
2333,10-08-2023 00:00,12:45,Afternoon,FTG-292-BAC-654,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",71,AP01EF9012,Not Fraud,0,,,
2334,11/13/2023,15:00,Afternoon,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",89,GA01GH3456,Not Fraud,0,,,
2335,12/18/2023,17:15,Afternoon,FTG-294-KJH-098,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",52,MH01IJ7890,Not Fraud,0,,,
2336,02-04-2023 00:00,19:30,Evening,FTG-295-EAC-765,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",79,AP02KL1234,Not Fraud,0,,,
2337,03-10-2023 00:00,21:45,Evening,FTG-296-LMK-432,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",66,GA02MN5678,Not Fraud,0,,,
2338,4/16/2023,00:00,#N/A,FTG-297-PLN-109,B-102,Regular,Large,145,90,"13.21331620748757, 77.55413526894684",95,MH02OP9012,Fraud,1,,,
2339,5/21/2023,02:15,Midnight,FTG-298-VAR-876,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",44,AP03QR3456,Not Fraud,0,,,
2340,6/26/2023,04:30,Midnight,FTG-299-WSX-543,A-101,Regular,Small,90,0,"13.21331620748757, 77.55413526894684",78,GA03ST7890,Fraud,1,,,
2341,08-01-2023 00:00,06:45,Morning,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",61,MH03UV1234,Not Fraud,0,,,
2342,09-06-2023 00:00,09:00,Morning,FTG-301-XAZ-987,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",85,AP04WX5678,Not Fraud,0,,,
2343,10-11-2023 00:00,11:15,Morning,FTG-302-ABC-654,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",49,GA04YZ9012,Not Fraud,0,,,
2344,11/16/2023,13:30,Afternoon,FTG-303-PAR-321,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",74,MH04AB1234,Not Fraud,0,,,
2345,12/21/2023,15:45,Afternoon,FTG-304-DEF-098,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",69,AP05CD5678,Not Fraud,0,,,
2346,02-06-2023 00:00,18:00,Afternoon,FTG-305-LAN-765,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",92,GA05EF9012,Not Fraud,0,,,
2347,03-12-2023 00:00,20:15,Evening,FTG-306-GHI-432,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",57,MH05GH3456,Not Fraud,0,,,
2348,4/17/2023,22:30,Evening,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",83,AP06IJ7890,Not Fraud,0,,,
2349,5/23/2023,00:45,Midnight,FTG-308-UAW-876,C-103,Express,Large,330,125,"13.21331620748757, 77.55413526894684",68,GA06KL1234,Fraud,1,,,
2350,6/28/2023,03:00,Midnight,FTG-309-RST-543,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",96,MH06MN5678,Not Fraud,0,,,
2351,08-02-2023 00:00,05:15,Midnight,FTG-310-MAO-210,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",46,AP07OP9012,Not Fraud,0,,,
2352,09-07-2023 00:00,07:30,Morning,FTG-311-QWE-987,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",81,GA07QR3456,Not Fraud,0,,,
2353,10-12-2023 00:00,09:45,Morning,FTG-312-ZAC-654,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",60,MH07ST7890,Not Fraud,0,,,
2354,11/17/2023,12:00,Morning,FTG-313-POI-321,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",88,AP08UV1234,Not Fraud,0,,,
2355,12/22/2023,14:15,Afternoon,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",53,GA08WX5678,Not Fraud,0,,,
2356,02-08-2023 00:00,16:30,Afternoon,FTG-315-DAV-765,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",77,MH08YZ9012,Not Fraud,0,,,
2357,3/14/2023,18:45,Evening,FTG-316-NBH-432,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",64,AP09AB1234,Not Fraud,0,,,
2358,4/19/2023,21:00,Evening,FTG-317-LKI-109,A-101,Regular,Medium,115,0,"13.21331620748757, 77.55413526894684",91,GA09CD5678,Fraud,1,,,
2359,5/25/2023,23:15,Evening,FTG-318-UYA-876,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",50,MH09EF9012,Not Fraud,0,,,
2360,07-01-2023 00:00,01:30,Midnight,FTG-319-FRD-543,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",75,AP10GH3456,Not Fraud,0,,,
2361,08-06-2023 00:00,03:45,Midnight,FTG-320-TAU-210,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",59,GA10IJ7890,Not Fraud,0,,,
2362,09-11-2023 00:00,06:00,Midnight,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",84,MH10KL1234,Not Fraud,0,,,
2363,11/21/2023,10:30,Morning,FTG-322-XSW-654,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",66,AP11MN5678,Not Fraud,0,,,
2364,12/26/2023,12:45,Afternoon,FTG-323-NAK-321,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",93,GA11OP9012,Not Fraud,0,,,
2365,02-10-2023 00:00,15:00,Afternoon,FTG-324-CDE-098,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",45,MH11QR3456,Not Fraud,0,,,
2366,3/16/2023,17:15,Afternoon,FTG-325-VJN-765,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",80,AP12ST7890,Not Fraud,0,,,
2367,4/21/2023,19:30,Evening,FTG-326-PLM-432,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",62,GA12UV1234,Not Fraud,0,,,
2368,5/27/2023,21:45,Evening,FTG-327-HJT-109,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",86,MH12WX5678,Not Fraud,0,,,
2369,07-02-2023 00:00,00:00,#N/A,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",51,AP13YZ9012,Not Fraud,0,,,
2370,08-07-2023 00:00,02:15,Midnight,FTG-329-QJZ-543,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",73,GA13AB1234,Not Fraud,0,,,
2371,09-12-2023 00:00,04:30,Midnight,FTG-330-LPO-210,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",56,MH13CD5678,Not Fraud,0,,,
2372,10/17/2023,06:45,Morning,FTG-331-ZAS-987,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",82,AP14EF9012,Not Fraud,0,,,
2373,11/22/2023,09:00,Morning,FTG-332-IJC-654,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",70,GA14GH3456,Not Fraud,0,,,
2374,12/27/2023,11:15,Morning,FTG-333-JOP-321,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",97,MH14IJ7890,Not Fraud,0,,,
2375,02-12-2023 00:00,13:30,Afternoon,FTG-334-RHV-098,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",47,AP15KL1234,Not Fraud,0,,,
2376,3/18/2023,15:45,Afternoon,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",84,GA15MN5678,Not Fraud,0,,,
2377,4/23/2023,18:00,Afternoon,FTG-336-OHM-432,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",65,MH15OP9012,Not Fraud,0,,,
2378,5/29/2023,20:15,Evening,FTG-337-NJI-109,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",92,AP16QR3456,Not Fraud,0,,,
2379,07-03-2023 00:00,22:30,Evening,FTG-338-LHJ-876,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",53,GA16ST7890,Not Fraud,0,,,
2380,08-09-2023 00:00,00:45,Midnight,FTG-339-UTY-543,B-102,Regular,Large,145,90,"13.21331620748757, 77.55413526894684",79,MH16UV1234,Fraud,1,,,
2381,9/14/2023,03:00,Midnight,FTG-340-PHU-210,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",61,AP17WX5678,Not Fraud,0,,,
2382,10/19/2023,05:15,Midnight,FTG-341-ZHC-987,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",89,GA17YZ9012,Not Fraud,0,,,
2383,11/24/2023,07:30,Morning,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",44,MH17AB1234,Not Fraud,0,,,
2384,12/29/2023,09:45,Morning,FTG-343-QWE-321,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",78,AP18CD5678,Not Fraud,0,,,
2385,2/14/2023,12:00,Morning,FTG-344-MHH-098,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",67,GA18EF9012,Not Fraud,0,,,
2386,3/20/2023,14:15,Afternoon,FTG-345-DCF-765,A-101,Regular,Medium,115,0,"13.21331620748757, 77.55413526894684",95,MH18GH3456,Fraud,1,,,
2387,4/25/2023,16:30,Afternoon,FTG-346-PHI-432,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",55,AP19IJ7890,Not Fraud,0,,,
2388,06-01-2023 00:00,18:45,Evening,FTG-347-XCV-109,C-103,Regular,Large,330,125,"13.21331620748757, 77.55413526894684",80,GA19KL1234,Fraud,1,,,
2389,07-07-2023 00:00,21:00,Evening,FTG-348-JHL-876,A-101,Express,Small,90,0,"13.21331620748757, 77.55413526894684",62,MH19MN5678,Fraud,1,,,
2390,08-12-2023 00:00,23:15,Evening,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",87,AP20OP9012,Not Fraud,0,,,
2391,9/18/2023,01:30,Midnight,FTG-350-HKT-210,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",47,GA20QR3456,Not Fraud,0,,,
